排名,电影名称,豆瓣评分,导演,主演,电影类型,上映时间,片长,alt,图片地址
228,东京物语,9.20,小津安二郎,"笠智众,原节子,杉村春子","剧情,家庭",1953-11-03(日本),136 分钟,https://movie.douban.com/subject/1291568/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1925331564.jpg
229,绿里奇迹,8.70,弗兰克·德拉邦特,"汤姆·汉克斯,大卫·摩斯,迈克·克拉克·邓肯","犯罪,剧情,奇幻",1999-12-10(美国),189 分钟,https://movie.douban.com/subject/1300374/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p767586451.jpg
230,撞车,8.60,保罗·哈吉斯,"桑德拉·布洛克,唐·钱德尔,马特·狄龙","犯罪,剧情","2004-09-10(多伦多电影节),2005-05-06(美国)","112分钟,115分钟(导演剪辑版)",https://movie.douban.com/subject/1388216/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2075132390.jpg
231,梦之安魂曲,8.70,达伦·阿伦诺夫斯基,"艾伦·伯斯汀,杰瑞德·莱托,詹妮弗·康纳利",剧情,"2000-05-14(戛纳电影节),2000-12-15(美国)",102分钟,https://movie.douban.com/subject/1292270/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884936202.jpg
232,疯狂的麦克斯4：狂暴之路,8.60,乔治·米勒,"汤姆·哈迪,查理兹·塞隆,尼古拉斯·霍尔特","动作,科幻,冒险","2015-05-14(澳大利亚),2015-05-15(美国)",120分钟,https://movie.douban.com/subject/3592854/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2236181653.jpg
233,聚焦,8.80,汤姆·麦卡锡,"马克·鲁弗洛,迈克尔·基顿,瑞秋·麦克亚当斯","剧情,传记","2015-09-03(威尼斯电影节),2015-11-25(美国)",128分钟,https://movie.douban.com/subject/25954475/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2263822658.jpg
234,E.T. 外星人,8.60,史蒂文·斯皮尔伯格,"亨利·托马斯,迪·沃伦斯,罗伯特·麦克纳夫顿","剧情,科幻","1982-05-26(戛纳电影节),1982-06-11(美国)","115分钟,120分钟(加长版)",https://movie.douban.com/subject/1294638/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p984732992.jpg
235,黑鹰坠落,8.60,雷德利·斯科特,"乔什·哈奈特,伊万·麦克格雷格,汤姆·塞兹摩尔","动作,历史,战争",2001-12-18(美国),"144分钟,142分钟(德国),152分钟(加长版)",https://movie.douban.com/subject/1291824/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910900710.jpg
236,这个男人来自地球,8.50,理查德·沙因克曼,"大卫·李·史密斯,托尼·托德,约翰·比灵斯列","剧情,科幻",2007-11-13(美国),87 分钟,https://movie.douban.com/subject/2300586/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513303986.jpg
237,末路狂花,8.70,雷德利·斯科特,"吉娜·戴维斯,苏珊·萨兰登,哈威·凯特尔","犯罪,剧情,惊悚","1991-05-24(美国),1991-05-29(法国)",130 分钟,https://movie.douban.com/subject/1291992/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p794583044.jpg
238,遗愿清单,8.60,罗伯·莱纳,"杰克·尼科尔森,摩根·弗里曼,西恩·海耶斯","冒险,喜剧,剧情","2007-12-25(多伦多电影节),2008-01-11(美国)",97 分钟,https://movie.douban.com/subject/1867345/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p708613284.jpg
239,发条橙,8.50,斯坦利·库布里克,"马尔科姆·麦克道威尔,帕特里克·马基,迈克尔·贝茨","犯罪,剧情,科幻","1971-12-19(纽约首映),1972-01-13(英国)",136 分钟,https://movie.douban.com/subject/1292233/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p529908155.jpg
240,变脸,8.40,吴宇森,"约翰·特拉沃尔塔,尼古拉斯·凯奇,琼·艾伦","动作,科幻,犯罪",1997-06-27(美国),138分钟,https://movie.douban.com/subject/1292659/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173855883.jpg
241,国王的演讲,8.40,汤姆·霍珀,"科林·费尔斯,杰弗里·拉什,海伦娜·伯翰·卡特","剧情,传记,历史","2010-09-06(特柳赖德电影节),2010-12-25(美国),2011-01-07(英国),2012-02-24(中国大陆)",118分钟,https://movie.douban.com/subject/4023638/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p768879237.jpg
242,我爱你,9.00,秋昌旼,"宋在浩,李顺载,尹秀晶","剧情,爱情",2011-02-17(韩国),118分钟,https://movie.douban.com/subject/5908478/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1075591188.jpg
243,勇闯夺命岛,8.60,迈克尔·贝,"肖恩·康纳利,尼古拉斯·凯奇,艾德·哈里斯","动作,冒险",1996-06-07(美国),136分钟,https://movie.douban.com/subject/1292728/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p636048104.jpg
244,千钧一发,8.70,安德鲁·尼科尔,"伊桑·霍克,乌玛·瑟曼,裘德·洛","剧情,科幻,惊悚",1997-10-24(美国),106分钟,https://movie.douban.com/subject/1300117/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2195672555.jpg
245,哈利·波特与密室,8.40,克里斯·哥伦布,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特","奇幻,冒险","2002-11-15(英国),2002-11-15(美国),2003-01-24(中国大陆)","161分钟,174分钟(加长版)",https://movie.douban.com/subject/1296996/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1082651990.jpg
246,哈利·波特与阿兹卡班的囚徒,8.50,阿方索·卡隆,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特","剧情,奇幻,冒险","2004-05-31(英国),2004-09-10(中国大陆)",141 分钟,https://movie.douban.com/subject/1291544/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910812549.jpg
247,黄金三镖客,9.10,赛尔乔·莱昂内,"克林特·伊斯特伍德,埃里·瓦拉赫,李·范·克里夫","冒险,西部",1966-12-23(意大利),"161 分钟,186 分钟(法国加长版),182 分钟(西班牙),179 分钟(美国加长版),142 分钟(芬兰剪辑版)",https://movie.douban.com/subject/1401118/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2101693489.jpg
248,非常嫌疑犯,8.60,布莱恩·辛格,"史蒂芬·鲍德温,加布里埃尔·伯恩,本尼西奥·德尔·托罗","剧情,犯罪,悬疑","1995-01-25(圣丹斯电影节),1995-09-15(美国)",106分钟,https://movie.douban.com/subject/1292214/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2537319495.jpg
249,驴得水,8.30,"周申,刘露","任素汐,大力,刘帅良","剧情,喜剧",2016-10-28(中国大陆),111分钟,https://movie.douban.com/subject/25921812/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2393044761.jpg
250,秒速5厘米,8.30,新海诚,"水桥研二,近藤好美 ,花村怜美","动画,剧情,爱情",2007-03-03(日本),63分钟,https://movie.douban.com/subject/2043546/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p982896012.jpg
