排名,电影名称,豆瓣评分,导演,主演,电影类型,上映时间,片长,alt,图片地址
1,肖申克的救赎,9.70,弗兰克·德拉邦特,"蒂姆·罗宾斯,摩根·弗里曼,鲍勃·冈顿","犯罪,剧情","1994-09-10(多伦多电影节),1994-10-14(美国)",142分钟,https://movie.douban.com/subject/1292052/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480747492.jpg
2,霸王别姬,9.60,陈凯歌,"张国荣,张丰毅,巩俐","剧情,爱情,同性",1993-01-01(中国香港),171 分钟,https://movie.douban.com/subject/1291546/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561716440.jpg
3,阿甘正传,9.50,罗伯特·泽米吉斯,"汤姆·汉克斯,罗宾·怀特,加里·西尼斯","剧情,爱情","1994-06-23(洛杉矶首映),1994-07-06(美国)",142分钟,https://movie.douban.com/subject/1292720/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2559011361.jpg
4,这个杀手不太冷,9.40,吕克·贝松,"让·雷诺,娜塔莉·波特曼,加里·奥德曼","剧情,动作,犯罪",1994-09-14(法国),"110分钟(剧场版),133分钟(国际版)",https://movie.douban.com/subject/1295644/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p511118051.jpg
5,美丽人生,9.50,罗伯托·贝尼尼,"罗伯托·贝尼尼,尼可莱塔·布拉斯基,乔治·坎塔里尼","剧情,喜剧,爱情",1997-12-20(意大利),"116分钟,125分钟(加长版)",https://movie.douban.com/subject/1292063/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p510861873.jpg
6,泰坦尼克号,9.40,詹姆斯·卡梅隆,"莱昂纳多·迪卡普里奥,凯特·温丝莱特,比利·赞恩","剧情,爱情,灾难","1997-11-01(东京电影节),1997-12-19(美国),1998-04-03(中国大陆)","194分钟,227分钟(白星版)",https://movie.douban.com/subject/1292722/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p457760035.jpg
7,千与千寻,9.30,宫崎骏,"柊瑠美,入野自由,夏木真理","剧情,动画,奇幻","2001-07-20(日本),2019-06-21(中国大陆)",125分钟,https://movie.douban.com/subject/1291561/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2557573348.jpg
8,辛德勒的名单,9.50,史蒂文·斯皮尔伯格,"连姆·尼森,本·金斯利,拉尔夫·费因斯","剧情,历史,战争","1993-11-30(华盛顿首映),1994-02-04(美国)",195分钟,https://movie.douban.com/subject/1295124/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p492406163.jpg
9,盗梦空间,9.30,克里斯托弗·诺兰,"莱昂纳多·迪卡普里奥,约瑟夫·高登-莱维特,艾伦·佩吉","剧情,科幻,悬疑","2010-07-16(美国),2010-09-01(中国大陆)",148分钟,https://movie.douban.com/subject/3541415/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p513344864.jpg
10,忠犬八公的故事,9.30,拉斯·霍尔斯道姆,"理查·基尔,萨拉·罗默尔,琼·艾伦",剧情,"2009-06-13(西雅图电影节),2010-03-12(英国)",93分钟,https://movie.douban.com/subject/3011091/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p524964016.jpg
11,机器人总动员,9.30,安德鲁·斯坦顿,"本·贝尔特,艾丽莎·奈特,杰夫·格尔林","爱情,科幻,动画",2008-06-27(美国),98分钟,https://movie.douban.com/subject/2131459/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1461851991.jpg
12,三傻大闹宝莱坞,9.20,拉吉库马尔·希拉尼,"阿米尔·汗,卡琳娜·卡普尔,马达范","剧情,喜剧,爱情","2009-12-25(印度),2011-12-08(中国大陆)",171分钟(印度),https://movie.douban.com/subject/3793023/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p579729551.jpg
13,放牛班的春天,9.30,克里斯托夫·巴拉蒂,"热拉尔·朱尼奥,弗朗索瓦·贝莱昂,凯德·麦拉德","剧情,音乐","2004-03-17(法国),2004-10-16(中国大陆)",97分钟,https://movie.douban.com/subject/1291549/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910824951.jpg
14,海上钢琴师,9.20,朱塞佩·托纳多雷,"蒂姆·罗斯,普路特·泰勒·文斯,比尔·努恩","剧情,音乐",1998-10-28(意大利),"165分钟,120分钟(法国版),169分钟(加长版)",https://movie.douban.com/subject/1292001/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p511146807.jpg
15,楚门的世界,9.20,彼得·威尔,"金·凯瑞,劳拉·琳妮,艾德·哈里斯","剧情,科幻",1998-06-05(美国),103分钟,https://movie.douban.com/subject/1292064/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p479682972.jpg
16,星际穿越,9.30,克里斯托弗·诺兰,"马修·麦康纳,安妮·海瑟薇,杰西卡·查斯坦","剧情,科幻,冒险","2014-11-07(美国),2014-11-12(中国大陆)",169分钟,https://movie.douban.com/subject/1889243/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206088801.jpg
17,大话西游之大圣娶亲,9.20,刘镇伟,"周星驰,吴孟达,朱茵","喜剧,爱情,奇幻","1995-02-04(中国香港),2014-10-24(中国大陆),2017-04-13(中国大陆重映)","95分钟,110分钟(重映版)",https://movie.douban.com/subject/1292213/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2455050536.jpg
18,龙猫,9.20,宫崎骏,"日高法子,坂本千夏,糸井重里","动画,奇幻,冒险","1988-04-16(日本),2018-12-14(中国大陆)",86分钟,https://movie.douban.com/subject/1291560/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2540924496.jpg
19,熔炉,9.30,黄东赫,"孔侑,郑有美,金志映",剧情,2011-09-22(韩国),125分钟,https://movie.douban.com/subject/5912992/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1363250216.jpg
20,教父,9.30,弗朗西斯·福特·科波拉,"马龙·白兰度,阿尔·帕西诺,詹姆斯·肯恩","剧情,犯罪","1972-03-15(纽约首映),1972-03-24(美国)",175 分钟,https://movie.douban.com/subject/1291841/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p616779645.jpg
21,无间道,9.20,"刘伟强,麦兆辉","刘德华,梁朝伟,黄秋生","剧情,犯罪,悬疑","2002-12-12(中国香港),2003-09-05(中国大陆)","101分钟,97分钟(导演剪辑版)",https://movie.douban.com/subject/1307914/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2564556863.jpg
22,疯狂动物城,9.20,"拜伦·霍华德,瑞奇·摩尔,杰拉德·布什","金妮弗·古德温,杰森·贝特曼,伊德里斯·艾尔巴","喜剧,动画,冒险","2016-03-04(中国大陆),2016-03-04(美国)","109分钟(中国大陆),108分钟",https://movie.douban.com/subject/25662329/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2315672647.jpg
23,当幸福来敲门,9.10,加布里埃莱·穆奇诺,"威尔·史密斯,贾登·史密斯,坦迪·牛顿","剧情,传记,家庭","2006-12-15(美国),2008-01-17(中国大陆)",117分钟,https://movie.douban.com/subject/1849031/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1312700628.jpg
24,怦然心动,9.00,罗伯·莱纳,"玛德琳·卡罗尔,卡兰·麦克奥利菲,瑞贝卡·德·莫妮","剧情,喜剧,爱情","2010-07-26(好莱坞首映),2010-09-10(美国)",90分钟,https://movie.douban.com/subject/3319755/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p663036666.jpg
25,触不可及,9.20,"奥利维埃·纳卡什,埃里克·托莱达诺","弗朗索瓦·克鲁塞,奥玛·希,安娜·勒尼","剧情,喜剧",2011-11-02(法国),112分钟,https://movie.douban.com/subject/6786002/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1454261925.jpg
26,蝙蝠侠：黑暗骑士,9.10,克里斯托弗·诺兰,"克里斯蒂安·贝尔,希斯·莱杰,艾伦·艾克哈特","剧情,动作,科幻","2008-07-14(纽约首映),2008-07-18(美国)",152分钟,https://movie.douban.com/subject/1851857/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462657443.jpg
27,乱世佳人,9.30,"维克多·弗莱明,乔治·库克,山姆·伍德","费雯·丽,克拉克·盖博,奥利维娅·德哈维兰","剧情,历史,爱情","1939-12-15(亚特兰大首映),1940-01-17(美国)","238分钟,234分钟",https://movie.douban.com/subject/1300267/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1963126880.jpg
28,活着,9.20,张艺谋,"葛优,巩俐,姜武","剧情,历史,家庭","1994-05-17(戛纳电影节),1994-06-30(中国香港)",132分钟,https://movie.douban.com/subject/1292365/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2513253791.jpg
29,控方证人,9.60,比利·怀德,"泰隆·鲍华,玛琳·黛德丽,查尔斯·劳顿","剧情,犯罪,悬疑",1957-12-17(美国),116分钟,https://movie.douban.com/subject/1296141/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1505392928.jpg
30,少年派的奇幻漂流,9.00,李安,"苏拉·沙玛,伊尔凡·可汗,拉菲·斯波","剧情,奇幻,冒险","2012-09-28(纽约电影节),2012-11-21(美国),2012-11-22(中国大陆)",127分钟,https://movie.douban.com/subject/1929463/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.jpg
31,摔跤吧！爸爸,9.00,涅提·蒂瓦里,"阿米尔·汗,法缇玛·萨那·纱卡,桑亚·玛荷塔","剧情,传记,运动","2016-12-23(印度),2017-05-05(中国大陆)","161分钟(印度),140分钟(中国大陆)",https://movie.douban.com/subject/26387939/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2457983084.jpg
32,指环王3：王者无敌,9.20,彼得·杰克逊,"维果·莫腾森,伊利亚·伍德,西恩·奥斯汀","剧情,动作,奇幻","2003-12-17(美国),2004-03-12(中国大陆)","201分钟,254分钟(加长版),263分钟(蓝光加长版)",https://movie.douban.com/subject/1291552/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910825503.jpg
33,天空之城,9.10,宫崎骏,"田中真弓,横泽启子,初井言荣","动画,奇幻,冒险","1986-08-02(日本),1992(中国大陆)",125分钟,https://movie.douban.com/subject/1291583/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1446261379.jpg
34,鬼子来了,9.20,姜文,"姜文,香川照之,袁丁","剧情,历史,战争","2000-05-12(戛纳电影节),2002-04-27(日本)","139分钟,162分钟(戛纳电影节)",https://movie.douban.com/subject/1291858/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553104888.jpg
35,十二怒汉,9.40,西德尼·吕美特,"亨利·方达,马丁·鲍尔萨姆,约翰·菲德勒",剧情,1957-04-13(美国),96 分钟,https://movie.douban.com/subject/1293182/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.jpg
36,天堂电影院,9.20,朱塞佩·托纳多雷,"安东内拉·阿蒂利,恩佐·卡拉瓦勒,艾萨·丹尼埃利","剧情,爱情",1988-11-17(意大利),"155分钟,173分钟(导演剪辑版),124分钟(剧场版)",https://movie.douban.com/subject/1291828/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559577569.jpg
37,飞屋环游记,9.00,"彼特·道格特,鲍勃·彼德森","爱德华·阿斯纳,克里斯托弗·普卢默,乔丹·长井","剧情,喜剧,动画","2009-05-13(戛纳电影节),2009-05-29(美国),2009-08-04(中国大陆)",96分钟,https://movie.douban.com/subject/2129039/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p485887754.jpg
38,大话西游之月光宝盒,9.00,刘镇伟,"周星驰,吴孟达,罗家英","喜剧,爱情,奇幻","1995-01-21(中国香港),2014-10-24(中国大陆)",87分钟,https://movie.douban.com/subject/1299398/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561721372.jpg
39,哈尔的移动城堡,9.00,宫崎骏,"倍赏千惠子,木村拓哉,美轮明宏","动画,奇幻,冒险","2004-09-05(威尼斯电影节),2004-11-20(日本)",119分钟,https://movie.douban.com/subject/1308807/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2174346180.jpg
40,罗马假日,9.00,威廉·惠勒,"奥黛丽·赫本,格利高里·派克,埃迪·艾伯特","喜剧,剧情,爱情","1953-08-20(威尼斯电影节),1953-09-02(美国)",118分钟,https://movie.douban.com/subject/1293839/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189265085.jpg
41,搏击俱乐部,9.00,大卫·芬奇,"爱德华·诺顿,布拉德·皮特,海伦娜·伯翰·卡特","剧情,动作,悬疑","1999-09-10(威尼斯电影节),1999-10-15(美国)",139 分钟,https://movie.douban.com/subject/1292000/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910926158.jpg
42,末代皇帝,9.20,贝纳尔多·贝托鲁奇,"尊龙,陈冲,邬君梅","剧情,传记,历史","1987-10-04(东京国际电影节),1987-10-23(意大利)","163分钟,219分钟 (电视版)",https://movie.douban.com/subject/1293172/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452089833.jpg
43,寻梦环游记,9.00,"李·昂克里奇,阿德里安·莫利纳","安东尼·冈萨雷斯,盖尔·加西亚·贝纳尔,本杰明·布拉特","喜剧,动画,奇幻","2017-10-20(莫雷利亚电影节),2017-11-22(美国),2017-11-24(中国大陆)",105分钟,https://movie.douban.com/subject/20495023/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2503997609.jpg
44,闻香识女人,9.00,马丁·布莱斯特,"阿尔·帕西诺,克里斯·奥唐纳,詹姆斯·瑞布霍恩",剧情,1992-12-23(美国),157 分钟,https://movie.douban.com/subject/1298624/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550757929.jpg
45,辩护人,9.20,杨宇硕,"宋康昊,吴达洙,金英爱",剧情,2013-12-18(韩国),127分钟,https://movie.douban.com/subject/21937445/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2158166535.jpg
46,素媛,9.20,李濬益,"薛耿求,严志媛,李来",剧情,2013-10-02(韩国),123分钟,https://movie.douban.com/subject/21937452/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2118532944.jpg
47,窃听风暴,9.10,弗洛里安·亨克尔·冯·多纳斯马尔克,"乌尔里希·穆埃,马蒂娜·格德克,塞巴斯蒂安·科赫","剧情,悬疑",2006-03-23(德国),137分钟,https://movie.douban.com/subject/1900841/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1808872109.jpg
48,死亡诗社,9.00,彼得·威尔,"罗宾·威廉姆斯,罗伯特·肖恩·莱纳德,伊桑·霍克",剧情,"1989-06-02(多伦多首映),1989-06-09(美国)",128 分钟,https://movie.douban.com/subject/1291548/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p502437344.jpg
49,两杆大烟枪,9.10,盖·里奇,"杰森·弗莱明,德克斯特·弗莱彻,尼克·莫兰","剧情,喜剧,犯罪",1998-08-28(英国),"107分钟,115分钟(导演剪辑版)",https://movie.douban.com/subject/1293350/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.jpg
50,飞越疯人院,9.10,米洛斯·福尔曼,"杰克·尼科尔森,丹尼·德维托,克里斯托弗·洛伊德",剧情,1975-11-19(美国),133分钟,https://movie.douban.com/subject/1292224/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792238287.jpg
51,指环王2：双塔奇兵,9.00,彼得·杰克逊,"伊利亚·伍德,西恩·奥斯汀,伊恩·麦克莱恩","剧情,动作,奇幻","2002-12-05(纽约首映),2002-12-18(美国),2003-04-25(中国大陆)","179分钟,223分钟(加长版),235分钟(蓝光加长版)",https://movie.douban.com/subject/1291572/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p909265336.jpg
52,教父2,9.20,弗朗西斯·福特·科波拉,"阿尔·帕西诺,罗伯特·杜瓦尔,黛安·基顿","剧情,犯罪","1974-12-12(纽约首映),1974-12-20(美国)",202分钟,https://movie.douban.com/subject/1299131/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2194138787.jpg
53,狮子王,9.00,"罗杰·阿勒斯,罗伯·明可夫","乔纳森·泰勒·托马斯,马修·布罗德里克,杰瑞米·艾恩斯","动画,冒险,歌舞","1994-06-15(美国),1995-07-15(中国大陆),2011-09-16(美国)",89 分钟,https://movie.douban.com/subject/1301753/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p726659067.jpg
54,指环王1：魔戒再现,9.00,彼得·杰克逊,"伊利亚·伍德,西恩·奥斯汀,伊恩·麦克莱恩","剧情,动作,奇幻","2001-12-19(美国),2002-04-04(中国大陆)","178分钟,208分钟(加长版),228分钟(蓝光加长版)",https://movie.douban.com/subject/1291571/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1354436051.jpg
55,V字仇杀队,8.90,詹姆斯·麦克特格,"娜塔莉·波特曼,雨果·维文,斯蒂芬·瑞","剧情,动作,科幻","2005-12-11(BNAT电影节),2006-03-17(美国)",132分钟,https://movie.douban.com/subject/1309046/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1465235231.jpg
56,美丽心灵,9.00,朗·霍华德,"罗素·克劳,艾德·哈里斯,詹妮弗·康纳利","传记,剧情","2001-12-13(加州首映),2002-01-04(美国)",135分钟,https://movie.douban.com/subject/1306029/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1665997400.jpg
57,饮食男女,9.10,李安,"郎雄,杨贵媚,吴倩莲","剧情,家庭",1994-08-03(美国),124分钟,https://movie.douban.com/subject/1291818/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910899751.jpg
58,何以为家,9.10,娜丁·拉巴基,"赞恩·阿尔·拉菲亚,约丹诺斯·希费罗,博鲁瓦蒂夫·特雷杰·班科尔",剧情,"2018-05-17(戛纳电影节),2018-09-20(黎巴嫩),2019-04-29(中国大陆)","126分钟,117分钟(中国大陆)",https://movie.douban.com/subject/30170448/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555295759.jpg
59,海豚湾,9.30,路易·西霍尤斯,"Richard O'Barry,路易·西霍尤斯,Hardy Jones",纪录片,2009-07-31(美国),92分钟,https://movie.douban.com/subject/3442220/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2559579779.jpg
60,情书,8.90,岩井俊二,"中山美穗,丰川悦司,酒井美纪","剧情,爱情","1995-03-25(日本),1999-03(中国大陆)",117分钟,https://movie.douban.com/subject/1292220/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p449897379.jpg
61,大闹天宫,9.30,"万籁鸣,唐澄","邱岳峰,富润生,毕克","动画,奇幻","1961(中国大陆),1964(中国大陆),1978(中国大陆),2004(中国大陆)",114分钟,https://movie.douban.com/subject/1418019/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2184505167.jpg
62,钢琴家,9.10,罗曼·波兰斯基,"艾德里安·布洛迪,托马斯·克莱舒曼,艾米莉娅·福克斯","剧情,传记,历史","2002-05-24(戛纳电影节),2002-09-25(法国)",150分钟,https://movie.douban.com/subject/1296736/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792484461.jpg
63,哈利·波特与魔法石,8.90,克里斯·哥伦布,"丹尼尔·雷德克里夫,艾玛·沃森,鲁伯特·格林特","奇幻,冒险","2001-11-04(英国首映),2001-11-16(美国),2002-01-26(中国大陆)","152分钟,159分钟(加长版)",https://movie.douban.com/subject/1295038/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p804947166.jpg
64,本杰明·巴顿奇事,8.90,大卫·芬奇,"凯特·布兰切特,布拉德·皮特,朱莉娅·奥蒙德","剧情,爱情,奇幻",2008-12-25(美国),166分钟,https://movie.douban.com/subject/1485260/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192535722.jpg
65,看不见的客人,8.80,奥里奥尔·保罗,"马里奥·卡萨斯,阿娜·瓦格纳,何塞·科罗纳多","剧情,犯罪,悬疑","2016-09-23(奇幻电影节),2017-01-06(西班牙),2017-09-15(中国大陆)",106分钟,https://movie.douban.com/subject/26580232/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2498971355.jpg
66,黑客帝国,8.90,"莉莉·沃卓斯基,拉娜·沃卓斯基","基努·里维斯,劳伦斯·菲什伯恩,凯瑞-安·莫斯","动作,科幻",1999-03-31(美国),136分钟,https://movie.douban.com/subject/1291843/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p451926968.jpg
67,西西里的美丽传说,8.80,朱塞佩·托纳多雷,"莫妮卡·贝鲁奇,朱塞佩·苏尔法罗,Luciano Federico","剧情,战争,情色",2000-10-27(意大利),"109 分钟,USA: 92 分钟(heavily cut),Turkey: 84 分钟(TV version)",https://movie.douban.com/subject/1292402/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2441988159.jpg
68,小鞋子,9.20,马基德·马基迪,"法拉赫阿米尔·哈什米安,默罕默德·阿米尔·纳吉,巴哈丽·西迪奇","剧情,儿童,家庭","1997-02(伊朗),1999-01-22(美国)",89分钟,https://movie.douban.com/subject/1303021/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173580536.jpg
69,让子弹飞,8.80,姜文,"姜文,葛优,周润发","剧情,喜剧,动作",2010-12-16(中国大陆),132分钟,https://movie.douban.com/subject/3742360/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.jpg
70,美国往事,9.20,赛尔乔·莱昂内,"罗伯特·德尼罗,詹姆斯·伍兹,伊丽莎白·麦戈文","犯罪,剧情","1984-02-17(波士顿首映),1984-09-28(意大利)","229分钟(导演剪辑版),251分钟(导演剪辑加长版)",https://movie.douban.com/subject/1292262/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p477229647.jpg
71,拯救大兵瑞恩,9.00,史蒂文·斯皮尔伯格,"汤姆·汉克斯,汤姆·塞兹摩尔,爱德华·伯恩斯","剧情,历史,战争","1998-07-24(美国),1998-11-13(中国大陆)",169分钟,https://movie.douban.com/subject/1292849/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1014542496.jpg
72,音乐之声,9.00,罗伯特·怀斯,"朱莉·安德鲁斯,克里斯托弗·普卢默,埃琳诺·帕克","剧情,传记,爱情",1965-03-02(美国),174分钟,https://movie.douban.com/subject/1294408/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2189265302.jpg
73,猫鼠游戏,8.90,史蒂文·斯皮尔伯格,"莱昂纳多·迪卡普里奥,汤姆·汉克斯,克里斯托弗·沃肯","传记,犯罪,剧情","2002-12-16(洛杉矶首映),2002-12-25(美国)",141 分钟,https://movie.douban.com/subject/1305487/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453924541.jpg
74,致命魔术,8.80,克里斯托弗·诺兰,"休·杰克曼,克里斯蒂安·贝尔,迈克尔·凯恩","剧情,悬疑,惊悚",2006-10-20(美国),130分钟,https://movie.douban.com/subject/1780330/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480383375.jpg
75,七宗罪,8.80,大卫·芬奇,"摩根·弗里曼,布拉德·皮特,凯文·史派西","剧情,犯罪,悬疑",1995-09-22(美国),127分钟,https://movie.douban.com/subject/1292223/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p457631605.jpg
76,被嫌弃的松子的一生,8.90,中岛哲也,"中谷美纪,瑛太,香川照之","剧情,歌舞",2006-05-27(日本),130 分钟,https://movie.douban.com/subject/1787291/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p884763596.jpg
77,低俗小说,8.80,昆汀·塔伦蒂诺,"约翰·特拉沃尔塔,乌玛·瑟曼,阿曼达·普拉莫","剧情,喜剧,犯罪","1994-05-12(戛纳电影节),1994-10-14(美国)",154分钟,https://movie.douban.com/subject/1291832/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910902213.jpg
78,沉默的羔羊,8.80,乔纳森·戴米,"朱迪·福斯特,安东尼·霍普金斯,斯科特·格伦","剧情,犯罪,惊悚",1991-02-14(美国),118分钟,https://movie.douban.com/subject/1293544/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1593414327.jpg
79,蝴蝶效应,8.80,"埃里克·布雷斯,J·麦基·格鲁伯","阿什顿·库彻,梅洛拉·沃尔特斯,艾米·斯马特","剧情,悬疑,科幻",2004-01-23(美国),"113分钟,120分钟(导演剪辑版)",https://movie.douban.com/subject/1292343/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2209066019.jpg
80,春光乍泄,8.90,王家卫,"张国荣,梁朝伟,张震","剧情,爱情,同性","1997-05-17(戛纳电影节),1997-05-30(中国香港)",96分钟,https://movie.douban.com/subject/1292679/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p465939041.jpg
81,穿条纹睡衣的男孩,9.00,马克·赫尔曼,"阿萨·巴特菲尔德,维拉·法米加,卡拉·霍根","剧情,战争","2008-09-12(英国),2008-11-07(美国)",94分钟,https://movie.douban.com/subject/3008247/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.jpg
82,勇敢的心,8.90,梅尔·吉布森,"梅尔·吉布森,苏菲·玛索,布莱恩·考克斯","动作,传记,剧情","1995-05-18(西雅图电影节),1995-05-24(美国)",177 分钟,https://movie.douban.com/subject/1294639/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1374546770.jpg
83,天使爱美丽,8.70,让-皮埃尔·热内,"奥黛丽·塔图,马修·卡索维茨,吕菲斯","喜剧,爱情","2001-04-25(法国),2001-08-16(德国)",122分钟,https://movie.douban.com/subject/1292215/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2447590313.jpg
84,剪刀手爱德华,8.70,蒂姆·波顿,"约翰尼·德普,薇诺娜·瑞德,黛安·韦斯特","剧情,奇幻,爱情",1990-12-06(美国),105分钟,https://movie.douban.com/subject/1292370/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p480956937.jpg
85,心灵捕手,8.80,格斯·范·桑特,"马特·达蒙,罗宾·威廉姆斯,本·阿弗莱克",剧情,1997-12-05(美国),126 分钟,https://movie.douban.com/subject/1292656/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p480965695.jpg
86,禁闭岛,8.80,马丁·斯科塞斯,"莱昂纳多·迪卡普里奥,马克·鲁弗洛,本·金斯利","剧情,悬疑,惊悚","2010-02-13(柏林电影节),2010-02-19(美国)",138 分钟,https://movie.douban.com/subject/2334904/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1832875827.jpg
87,布达佩斯大饭店,8.80,韦斯·安德森,"拉尔夫·费因斯,托尼·雷沃罗利,艾德里安·布洛迪","剧情,喜剧,冒险","2014-02-06(柏林电影节),2014-03-28(美国)",99分钟,https://movie.douban.com/subject/11525673/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2178872593.jpg
88,阿凡达,8.70,詹姆斯·卡梅隆,"萨姆·沃辛顿,佐伊·索尔达娜,西格妮·韦弗","动作,战争,科幻","2009-12-18(美国),2010-01-04(中国大陆)","162分钟,178分钟(加长版)",https://movie.douban.com/subject/1652587/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2180085848.jpg
89,入殓师,8.80,泷田洋二郎,"本木雅弘,广末凉子,山崎努",剧情,2008-09-13(日本),130 分钟,https://movie.douban.com/subject/2149806/,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p594972928.jpg
90,幽灵公主,8.90,宫崎骏,"松田洋治,石田百合子,田中裕子","动画,奇幻,冒险",1997-07-12(日本),134分钟,https://movie.douban.com/subject/1297359/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1613191025.jpg
91,加勒比海盗,8.70,戈尔·维宾斯基,"约翰尼·德普,杰弗里·拉什,奥兰多·布鲁姆","动作,冒险,奇幻","2003-07-09(美国),2003-11-21(中国大陆)",143 分钟,https://movie.douban.com/subject/1298070/,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1596085504.jpg
